label,aX,aY,aZ,gX,gY,gZ
unlabeled,-0.0773,-0.1071,0.9915,27.2827,-5.4321,-17.5171
unlabeled,-0.0721,-0.0701,0.9723,25.8179,-6.9580,-20.5688
unlabeled,-0.0741,-0.0410,0.9637,12.7563,-6.0425,-16.0522
unlabeled,-0.0779,-0.0582,0.9684,-4.3945,-2.3804,-3.7842
unlabeled,-0.0870,-0.1064,0.9900,-6.1035,-0.9155,-1.0986
unlabeled,-0.0876,-0.0948,0.9946,-2.5024,-0.0610,-2.0752
unlabeled,-0.0854,-0.0780,0.9847,-5.1880,-1.2817,-2.2583
unlabeled,-0.0828,-0.0505,0.9596,-7.0190,-1.8921,-1.4648
unlabeled,-0.0845,-0.0486,0.9475,-2.6245,0.0610,0.7935
unlabeled,-0.0916,-0.0391,0.9523,2.0752,2.8076,2.0142
unlabeled,-0.0870,-0.0826,0.9937,5.0049,7.2021,4.6997
unlabeled,-0.0796,-0.1165,1.0216,-1.8921,5.1880,2.7466
unlabeled,-0.0743,-0.1165,1.0328,-3.0518,1.7700,-0.4272
unlabeled,-0.0778,-0.0844,1.0144,4.2725,-3.3569,-3.4790
unlabeled,-0.0875,-0.0735,0.9796,9.5215,-3.3569,-1.8921
unlabeled,-0.0876,-0.1233,0.9786,21.6064,-1.3428,-2.7466
unlabeled,-0.0883,-0.2449,0.9945,30.2124,-0.9155,-9.3384
unlabeled,-0.0918,-0.2515,1.0201,52.9175,-1.5869,-27.7710
unlabeled,-0.0952,-0.2047,1.0375,69.1528,-7.0801,-45.2270
unlabeled,-0.0903,-0.1024,1.0221,65.0635,-14.0991,-53.9551
unlabeled,-0.0721,0.0015,0.9282,8.4229,-26.0620,-57.3730
unlabeled,-0.1133,0.2988,0.7190,-45.1660,-22.2168,-46.1426
unlabeled,-0.1218,0.5726,0.7455,-229.6142,4.6997,5.8594
unlabeled,-0.1102,0.5687,0.9316,-364.2578,22.8271,41.0767
unlabeled,-0.0804,0.4163,1.1946,-650.6347,42.1753,97.3511
unlabeled,-0.1044,0.3217,1.1840,-821.8383,45.1660,122.6807
unlabeled,-0.1088,0.3990,1.2030,-855.5908,41.3818,120.5444
unlabeled,-0.0994,0.4359,1.1399,-898.4985,13.3667,110.0464
unlabeled,-0.1046,0.4290,0.8309,-887.8784,-4.0283,100.0976
unlabeled,-0.1196,0.4398,0.6534,-700.4394,-36.4990,68.2373
unlabeled,-0.1497,0.5098,0.3844,-540.6494,-47.9736,46.1426
unlabeled,-0.1230,0.8047,0.2231,-171.9971,-59.7534,-10.4980
unlabeled,-0.1011,1.0532,0.1575,122.0703,-64.2090,-48.4009
unlabeled,-0.0635,1.1166,-0.0029,198.3642,-62.1948,-48.0347
unlabeled,-0.0603,0.9369,-0.0442,287.1094,-34.3628,-47.6074
unlabeled,-0.0369,0.7850,0.0902,349.4873,-8.6060,-62.5610
unlabeled,-0.0476,0.8402,0.7664,570.1904,49.1333,-104.6143
unlabeled,-0.0880,1.0465,1.1686,716.1254,63.9038,-122.9248
unlabeled,-0.0145,1.3817,1.6283,932.9223,29.2969,-125.7324
unlabeled,0.0684,1.2759,1.4336,881.2866,-52.9785,-60.9741
unlabeled,0.0201,0.4625,0.9353,852.2949,-70.2515,-36.1938
unlabeled,-0.0774,0.2212,0.9406,931.4575,-61.4624,-58.5327
unlabeled,-0.2003,0.4248,0.8792,982.4828,-58.7158,-82.0923
unlabeled,-0.2438,0.4498,0.0557,905.7617,-62.6831,-68.8477
unlabeled,-0.2509,0.3656,-0.3173,457.5805,-17.7002,19.9585
unlabeled,-0.0415,-0.5323,0.0499,183.0444,22.0947,72.9370
unlabeled,0.0378,-1.1709,0.5509,-109.8022,78.7964,117.6758
unlabeled,0.1046,-1.5667,1.3381,-117.1875,73.9746,86.4258
unlabeled,0.1404,-1.3096,1.4471,-96.3135,-0.1221,1.3428
unlabeled,0.1575,-0.5824,1.1388,-150.7568,-40.4053,-18.3105
unlabeled,0.1544,-0.2152,0.8859,-360.0464,-67.1997,-5.0659
unlabeled,0.1218,0.3761,0.6597,-476.5625,-49.3774,26.3062
unlabeled,0.0751,0.2942,1.1783,-740.7226,13.7329,116.6992
unlabeled,0.0386,0.1410,1.3832,-941.5283,36.3159,163.5742
unlabeled,-0.0551,0.1895,1.2672,-970.1537,33.3862,161.2549
unlabeled,-0.0552,0.3129,1.1426,-934.1430,39.7339,139.5264
unlabeled,-0.0485,0.3787,1.0643,-910.2783,47.3633,129.8828
unlabeled,-0.0778,0.3402,1.0610,-847.2900,41.1987,104.0649
