label,aX,aY,aZ,gX,gY,gZ
unlabeled,-0.0399,-0.0154,0.9912,0.1831,0.0610,0.0000
unlabeled,-0.0400,-0.0151,0.9952,0.1221,-0.1221,-0.1221
unlabeled,-0.0419,-0.0162,0.9940,0.1831,-0.1831,-0.1831
unlabeled,-0.0396,-0.0153,0.9928,0.7935,0.1221,-0.1831
unlabeled,-0.0363,-0.0142,0.9911,1.1597,0.5493,0.9766
unlabeled,-0.0389,-0.0162,0.9933,0.9155,0.6714,2.2583
unlabeled,-0.0396,-0.0184,0.9945,1.2207,0.6104,2.6855
unlabeled,-0.0311,-0.0303,0.9940,1.4038,0.5493,3.3569
unlabeled,-0.0299,-0.0427,0.9939,1.0986,0.1221,8.9111
unlabeled,-0.0472,-0.1163,0.9968,1.4648,-0.4883,12.4512
unlabeled,-0.0868,-0.2147,0.9915,2.8076,-2.2583,23.4375
unlabeled,-0.2247,-0.6318,0.9738,3.4790,-0.9155,28.2593
unlabeled,-0.2264,-0.8253,0.9742,14.8315,10.3760,4.3945
unlabeled,-0.1367,-0.8037,0.9917,19.5313,13.7939,-18.6157
unlabeled,-0.1038,-0.6324,0.9862,18.1885,10.6201,-51.2085
unlabeled,-0.0627,-0.2014,0.9918,18.7378,12.8784,-57.7393
unlabeled,-0.0077,0.4680,1.0094,22.7661,16.8457,-55.0537
unlabeled,0.0802,1.0535,1.0132,16.5405,12.4512,-54.8096
unlabeled,0.3091,1.8506,1.0298,-16.6016,-5.3101,-54.5654
unlabeled,0.0823,1.7948,0.9857,-49.5605,-18.4937,-83.5571
unlabeled,-0.3019,2.9618,1.0289,-50.7202,-17.0288,-75.1343
unlabeled,0.0674,2.8282,1.0042,-19.8975,-16.1133,48.2788
unlabeled,0.7316,2.0325,0.9989,-18.1885,-16.2964,73.6084
unlabeled,0.7426,1.8689,1.0001,-9.5825,-8.3008,171.3257
unlabeled,0.7704,0.0294,1.0231,-3.8452,-2.9297,214.5386
unlabeled,0.7219,-0.8075,1.0481,2.4414,5.0659,228.5156
unlabeled,0.3927,-2.2820,1.0333,4.3945,4.9438,218.2617
unlabeled,0.2399,-2.9025,1.0237,3.8452,1.6479,149.9634
unlabeled,-0.0165,-3.5652,1.0183,4.2114,-0.8545,98.4497
unlabeled,-0.1826,-3.1901,0.9967,4.2725,-4.2725,-11.8408
unlabeled,0.1942,-1.6243,0.9945,12.8174,-3.8452,-46.8750
unlabeled,0.2067,-1.7551,0.9822,16.9678,-2.2583,-49.4385
unlabeled,0.1530,-1.5470,0.9912,-3.7231,2.1973,-61.5845
unlabeled,0.0239,-1.2820,0.9904,-4.3335,5.7373,-71.8384
unlabeled,-0.0377,-1.2355,0.9988,18.1274,8.4839,-79.7119
unlabeled,-0.0762,-1.2860,0.9725,36.5601,13.8550,-92.1631
unlabeled,-0.0643,-1.0254,1.0006,56.7017,40.3442,-133.5449
unlabeled,0.1959,-0.2986,1.0171,62.2559,39.2456,-145.0806
unlabeled,0.2263,0.1969,0.9979,53.2227,20.8130,-167.6636
unlabeled,0.3129,1.4233,1.0829,65.6128,44.3726,-156.5552
unlabeled,0.4015,1.9802,1.0848,23.5596,35.5225,-122.8027
unlabeled,0.3351,3.0620,1.1304,-17.3950,15.5640,-100.0976
unlabeled,0.2883,3.2245,1.1456,-105.7739,-29.9683,-62.1338
unlabeled,0.1195,1.7471,1.1115,-119.5068,-56.4575,-59.8755
