label,aX,aY,aZ,gX,gY,gZ
unlabeled,0.0283,0.1154,0.9744,-1.4648,1.1597,1.2817
unlabeled,0.0317,0.1174,0.9761,-2.6855,1.2817,0.3662
unlabeled,0.0190,0.1821,0.9749,-2.9297,1.0986,-1.0986
unlabeled,0.0165,0.1921,0.9758,0.1831,1.8921,1.2817
unlabeled,0.0242,0.1454,0.9835,1.0986,2.1362,3.4180
unlabeled,0.0277,0.1184,0.9877,0.5493,1.5869,5.5542
unlabeled,0.0219,0.0879,0.9939,0.0610,1.1597,4.6997
unlabeled,0.0189,0.0885,0.9872,0.9155,-0.3052,-0.2441
unlabeled,0.0112,0.1271,0.9633,1.5869,-0.7935,-2.2583
unlabeled,0.0127,0.1622,0.9655,1.5259,0.1831,-1.8311
unlabeled,0.0197,0.1489,0.9742,0.9766,0.9766,0.2441
unlabeled,0.0355,0.1052,0.9943,-0.1831,2.0142,3.1738
unlabeled,0.0366,0.1007,1.0022,-1.4038,1.7090,1.0986
unlabeled,0.0270,0.1130,0.9949,-1.2817,1.0376,-0.6104
unlabeled,0.0216,0.1188,0.9791,0.6714,-0.3662,-2.1973
unlabeled,0.0132,0.1160,0.9561,1.5869,-0.6714,-1.5259
unlabeled,0.0092,0.1093,0.9510,0.1831,0.0610,0.1221
unlabeled,0.0098,0.1193,0.9744,-0.7324,1.1597,0.0000
unlabeled,0.0150,0.1241,0.9996,-0.4883,3.1128,-1.2207
unlabeled,0.0222,0.1365,1.0146,-0.3662,2.9907,-1.5869
unlabeled,0.0183,0.1246,1.0004,-0.7935,1.7700,0.0610
unlabeled,0.0188,0.0962,0.9984,-0.6104,0.0610,0.9155
unlabeled,0.0219,0.0745,0.9825,-0.3662,-1.4038,-0.3052
unlabeled,0.0160,0.0569,0.9236,0.6714,-2.8687,-2.6855
unlabeled,0.0178,0.0472,0.8947,-0.9766,-1.1597,-3.2349
unlabeled,0.0289,-0.0101,0.8625,-2.3804,0.4272,-2.6855
unlabeled,0.0350,-0.0603,0.8258,-6.9580,3.7842,-3.3569
unlabeled,0.0748,-0.1638,0.8076,-8.9722,7.0801,-5.4932
unlabeled,0.1066,-0.2015,0.8860,-8.2397,12.3291,-9.5825
unlabeled,0.1654,-0.3364,1.0964,-5.5542,7.7515,-10.3149
unlabeled,0.1190,-0.4670,1.0608,-9.8267,-4.8218,-11.2305
unlabeled,0.0530,-0.4902,1.0146,-22.1558,-10.8032,-21.9116
unlabeled,-0.1162,-0.4236,0.9762,-28.3203,-10.0708,-26.9165
unlabeled,-0.1982,-0.3574,1.0194,-40.5273,3.2349,-38.2080
unlabeled,-0.2155,-0.1207,1.3124,-44.6777,11.5356,-48.0347
unlabeled,-0.1002,0.1831,1.8553,-53.2227,20.0806,-63.5986
unlabeled,-0.0581,0.3784,2.1282,-53.7109,9.0332,-62.5000
unlabeled,-0.0314,0.7703,2.4191,-45.7764,-5.8594,-55.5420
unlabeled,-0.0159,0.8704,2.2566,-19.1650,-33.1421,-26.3062
unlabeled,-0.0138,0.8120,2.0819,21.0571,-45.1050,0.7935
unlabeled,-0.0302,0.7386,1.7152,36.1938,-47.5464,2.6855
unlabeled,-0.0342,0.7582,1.5874,32.8369,-53.7720,-1.7090
unlabeled,0.0238,1.0616,1.3029,32.1655,-62.6221,2.6245
unlabeled,0.0863,1.2611,1.1306,57.4341,-57.1899,37.6587
unlabeled,0.1895,1.2711,0.8674,78.0640,-43.8843,50.5371
unlabeled,0.2096,1.2783,0.6930,118.0420,-14.4043,44.1894
unlabeled,0.1777,1.4880,0.2662,135.9863,6.8970,45.1050
unlabeled,0.1228,1.3870,-0.2354,163.3911,57.4341,68.3594
unlabeled,0.0331,1.2566,-0.3761,170.8374,103.8818,68.0542
unlabeled,0.1656,0.9922,-0.3726,193.4204,143.3105,50.6592
unlabeled,0.2361,0.7968,-0.3358,208.6792,149.4751,29.9683
unlabeled,0.1489,0.4015,-0.3900,196.2890,130.3101,28.0762
unlabeled,0.1152,0.3394,-0.4069,172.1802,89.5386,20.4468
unlabeled,0.0894,0.1146,-0.3876,171.5088,63.5986,19.1650
unlabeled,0.0890,-0.3094,-0.3010,159.8511,32.2266,19.7144
unlabeled,0.1331,-0.4528,-0.1630,142.0288,32.8979,35.2173
unlabeled,0.1440,-1.0322,0.1544,124.9390,33.8135,43.4570
unlabeled,0.1323,-1.1471,0.2207,94.6655,20.7520,22.2778
unlabeled,0.1279,-1.1433,0.3147,94.4214,12.7563,5.2490
unlabeled,0.1583,-1.0551,0.3131,77.8198,5.1880,-12.8784
unlabeled,0.2794,-0.7786,0.3177,38.3301,19.2261,-2.0142
unlabeled,0.4077,-0.8291,0.5565,15.3809,31.0669,11.1084
unlabeled,0.4690,-1.0225,0.7686,-54.5044,48.6450,36.3770
unlabeled,0.5291,-1.3658,0.9760,-86.1816,47.3022,39.4287
unlabeled,0.5060,-1.4253,1.0386,-84.9609,29.2358,8.3008
unlabeled,0.3667,-1.2002,1.0525,-73.7305,16.4185,-13.0615
