label,aX,aY,aZ,gX,gY,gZ
unlabeled,-0.1139,-0.0039,0.9851,1.2817,0.0610,-1.2817
unlabeled,-0.1154,-0.0055,0.9879,1.7090,-0.4272,-3.1738
unlabeled,-0.1145,-0.0032,0.9851,1.6479,-0.4883,-4.0894
unlabeled,-0.1066,0.0006,0.9889,1.1597,-0.3052,-4.8828
unlabeled,-0.1029,0.0018,0.9879,1.2207,-0.6714,-4.5166
unlabeled,-0.1052,0.0000,0.9896,0.9766,-1.2207,-2.7466
unlabeled,-0.1039,-0.0024,0.9865,1.4038,-1.0376,-4.0283
unlabeled,-0.0707,0.0037,0.9929,1.0376,-0.3052,-6.9580
unlabeled,0.0115,0.0144,0.9983,1.6479,0.1831,-13.8550
unlabeled,0.1486,0.0231,1.0060,1.4648,2.5024,-14.3433
unlabeled,0.1608,0.0239,1.0203,1.8311,7.5073,-10.4980
unlabeled,0.3728,0.0070,1.0625,3.7231,8.9722,-12.6953
unlabeled,0.6093,-0.0006,1.1260,3.1128,-6.0425,-14.2822
unlabeled,0.6920,0.0283,1.0385,5.8594,-11.7187,-17.5171
unlabeled,0.6913,0.0673,1.0543,4.5776,8.0566,-18.7378
unlabeled,0.5393,0.0620,1.0873,6.1035,9.2163,-14.5874
unlabeled,-0.0198,0.0673,0.9927,1.9531,-0.1831,-5.8594
unlabeled,-0.3696,0.0543,0.9514,0.0610,0.5493,1.3428
unlabeled,-1.2004,-0.1218,0.8842,-4.4556,-3.4790,14.3433
unlabeled,-1.6573,-0.2250,0.8044,-4.9438,-15.6860,25.8179
unlabeled,-1.6808,-0.0836,0.7667,-0.4272,-7.7515,22.2778
unlabeled,-1.4207,-0.1508,0.8790,14.9536,-6.6528,-28.9307
unlabeled,-2.3721,-0.2122,0.6727,12.2070,-31.1279,-59.7534
unlabeled,-2.4015,0.0219,0.6428,-16.3574,-38.0249,-34.4849
unlabeled,-2.1227,-0.0105,0.6349,-15.0146,-31.2500,1.8921
unlabeled,-1.7394,-0.1111,0.7119,-12.3901,0.9766,49.4995
unlabeled,-0.5581,-0.1613,0.9268,-14.8315,0.7324,55.8472
unlabeled,1.2361,0.0413,1.1674,-13.6108,3.2959,52.0019
unlabeled,2.0142,0.1846,1.2668,-8.3008,8.6060,31.6162
unlabeled,3.3129,0.5237,1.4960,7.5684,18.2495,-36.0107
unlabeled,3.2607,0.4510,1.5232,12.3901,-1.1597,-61.7065
unlabeled,2.1685,0.1930,1.2510,3.6011,-7.8735,-23.8647
unlabeled,2.6256,0.3726,1.3700,-5.7373,41.5649,28.3813
unlabeled,2.0937,0.0636,1.3677,0.5493,44.7998,41.3208
unlabeled,1.7672,-0.2007,1.3273,2.6855,-15.9912,36.8652
unlabeled,0.1279,-0.2136,0.9546,1.7700,-32.2876,10.7422
unlabeled,-0.7279,-0.0901,0.8724,4.4556,-0.8545,7.8735
unlabeled,-2.0637,-0.2124,0.7988,2.6245,0.3052,30.3345
unlabeled,-2.7036,-0.3474,0.6586,-2.3193,-29.4800,58.9600
unlabeled,-3.5182,-0.1899,0.4268,1.2817,-29.6020,56.8848
unlabeled,-2.7775,-0.0162,0.6066,43.8232,-7.4463,2.6855
unlabeled,-3.1792,-0.6671,0.5249,81.4209,-47.6074,-60.4858
unlabeled,-3.3163,-0.0383,0.0585,22.0947,-98.3887,-68.9697
unlabeled,-2.7356,0.0118,0.2429,-13.6719,-55.3589,-24.5972
unlabeled,-1.4169,0.0984,0.7175,-55.3589,-6.0425,20.9351
unlabeled,-0.4791,0.1423,0.8698,-24.7803,27.5879,19.5923
unlabeled,1.6455,0.1277,1.3359,-8.8501,44.9219,-3.1738
unlabeled,2.4276,0.2129,1.4941,1.7700,36.4990,-46.2036
unlabeled,3.4159,0.4675,1.6182,-2.1973,33.0811,-46.3257
unlabeled,3.7012,0.2357,1.6682,-14.9536,30.8228,-34.6680
unlabeled,2.2433,-0.0687,1.3225,-26.1841,17.0898,-15.8691
unlabeled,2.5120,0.4685,1.4126,-13.4888,34.2407,77.3315
unlabeled,2.1039,-0.0057,1.3456,13.7329,28.1982,63.9038
unlabeled,1.6703,-0.1591,1.2341,15.1978,24.7803,13.0615
unlabeled,1.0620,-0.0229,1.1995,0.6714,12.6343,-10.3760
unlabeled,0.6746,0.0597,1.0869,3.4790,-8.1787,-20.3857
unlabeled,-0.0399,-0.0468,0.9917,10.1929,1.9531,-11.1084
unlabeled,-0.6438,-0.1832,0.9534,10.6812,3.5400,3.7842
unlabeled,-1.0831,-0.1747,0.8469,7.7515,-6.8970,1.0376
unlabeled,-2.0723,-0.0946,0.7114,0.8545,-3.4790,-13.4888
unlabeled,-2.5312,-0.0800,0.6671,-0.3052,-5.9814,-17.1509
unlabeled,-3.2623,-0.0583,0.5214,-1.0376,-13.7939,-15.3809
unlabeled,-2.8081,0.0233,0.5032,17.7002,4.0894,-13.6108
unlabeled,-2.6198,-0.3109,0.7083,22.6440,10.3760,-62.8662
unlabeled,-3.2094,-0.2732,0.5428,2.5024,-55.3589,-97.5952
unlabeled,-2.6437,-0.0820,0.4250,-2.0142,-45.6543,-40.1611
unlabeled,-1.6582,-0.1924,0.7805,-24.2310,6.8359,57.0068
unlabeled,-1.0844,-0.1890,0.8801,-17.5171,2.8687,62.2559
unlabeled,0.3862,0.0391,0.9987,-5.3711,-0.7324,14.1602
unlabeled,1.4513,0.2157,1.1904,-3.8452,26.6113,-8.6670
unlabeled,3.1047,0.5190,1.5151,-2.8687,27.4658,-5.7373
unlabeled,3.4265,0.4785,1.5509,-0.2441,9.8877,-3.7842
unlabeled,2.8147,0.0229,1.4385,-0.7935,3.4180,-7.2632
unlabeled,2.3175,0.1569,1.3416,-20.5688,10.9863,41.8701
unlabeled,2.9241,0.5194,1.4468,-11.3525,20.9961,69.5190
unlabeled,2.2476,0.1302,1.3164,18.2495,18.8599,40.8325
unlabeled,1.3237,-0.2241,1.2272,10.0708,12.3901,18.7378
unlabeled,0.9019,-0.1510,1.1187,5.3101,-9.2163,-36.0107
unlabeled,-0.0378,0.0554,0.9829,11.5356,-2.0142,-50.4761
unlabeled,-0.4408,0.1906,0.9865,7.8735,1.7090,-39.9170
unlabeled,-1.4845,0.2183,0.8021,2.3804,-11.2915,-23.2544
unlabeled,-2.6609,-0.1494,0.6083,-1.5259,-14.8315,9.2773
unlabeled,-3.2528,-0.3351,0.4980,1.8921,-5.8594,22.7661
unlabeled,-3.0333,-0.4465,0.5361,2.8076,7.6904,26.0010
unlabeled,-2.2760,-0.2579,0.7985,16.0522,-7.9956,-38.9404
unlabeled,-3.2424,-0.0770,0.4130,23.6816,-58.5937,-65.2466
unlabeled,-3.1453,-0.0490,0.2723,-16.6626,-49.7436,34.5459
unlabeled,-2.3411,-0.0762,0.5603,-40.7104,-13.7939,85.0830
unlabeled,-1.7688,-0.1787,0.7517,-26.0010,1.1597,97.7783
unlabeled,-0.7938,-0.3717,0.8496,-13.8550,-11.9629,69.6411
unlabeled,-0.0884,-0.2762,0.8795,-5.6763,17.5171,13.7329
unlabeled,1.8873,0.4109,1.3204,-7.4463,44.5557,-8.8501
unlabeled,2.7236,0.6649,1.5128,-0.0610,33.5693,-27.8320
unlabeled,3.6259,0.5422,1.5612,7.5684,19.4702,-25.8789
unlabeled,2.9578,0.1377,1.4747,2.6855,9.9487,-26.0010
unlabeled,2.3281,0.2982,1.3672,-8.3618,1.0986,-7.7515
unlabeled,2.7803,0.5789,1.4269,1.4648,24.6582,44.9219
unlabeled,2.2568,0.2626,1.3536,14.1602,28.8696,25.2686
unlabeled,1.3456,-0.0596,1.2076,3.5400,0.0610,-1.3428
unlabeled,0.8767,-0.0922,1.0757,7.2632,-10.7422,-25.8789
unlabeled,-0.0267,-0.1046,0.9912,12.3291,3.0518,-33.9966
unlabeled,-0.4095,-0.0647,0.9977,10.9863,0.1831,-39.0015
unlabeled,-1.5536,-0.0109,0.8046,9.0332,-12.4512,-38.8794
