label,aX,aY,aZ,gX,gY,gZ
unlabeled,-0.2916,0.2050,0.8232,-6.8359,12.6343,5.1270
unlabeled,-0.2667,0.1993,0.7924,2.3193,9.5215,0.7935
unlabeled,-0.2021,0.1935,0.7581,5.7373,8.3008,1.8921
unlabeled,-0.1666,0.1903,0.7449,10.0708,4.6387,0.9766
unlabeled,-0.0819,0.2323,0.7609,10.6201,2.0752,-0.4272
unlabeled,-0.0043,0.2958,0.8489,8.7891,-2.8687,0.8545
unlabeled,0.0205,0.3047,0.8871,7.3853,-6.8359,5.3101
unlabeled,-0.0033,0.3105,0.9714,7.3853,-8.1787,5.1880
unlabeled,-0.0865,0.3091,1.0166,7.2021,-8.4229,0.9766
unlabeled,-0.5997,0.3710,1.1465,5.4321,-4.4556,-3.3569
unlabeled,-1.5690,0.4739,1.4480,6.5918,26.1230,-18.3105
unlabeled,-2.0731,0.4070,1.5112,-6.4087,82.2143,-21.5454
unlabeled,-2.7397,-0.1143,1.2736,-27.4048,111.8774,-9.2773
unlabeled,-2.6495,-0.5533,1.1162,-65.2466,171.5088,12.5732
unlabeled,-1.2562,-1.2247,1.1946,-63.9648,190.9180,-18.7378
unlabeled,1.1088,-0.4663,1.0520,20.2026,86.7309,-176.5137
unlabeled,2.4711,0.2992,0.4603,206.9702,-89.9658,-318.6646
unlabeled,4.0000,2.1034,-1.3755,224.1821,-137.8784,-333.5571
unlabeled,4.0000,2.7631,-1.0096,-43.3960,34.9121,-95.2148
unlabeled,3.2987,1.6947,1.8732,-137.4512,131.2256,134.3994
unlabeled,1.8541,-0.0007,1.7603,8.9111,-0.5493,383.1176
unlabeled,-1.0139,-1.9771,-1.1782,93.0176,-72.2046,302.0020
unlabeled,-1.7300,-2.0466,-1.2267,57.7393,-19.5923,13.8550
unlabeled,-1.5679,-0.7240,0.6412,-14.3433,1.4038,-70.8008
unlabeled,-0.7915,0.6281,2.0228,-50.7202,-81.7871,-90.2710
unlabeled,-0.5629,0.7677,2.4393,-18.0664,-140.1978,-30.0903
unlabeled,-0.2922,0.6759,2.3235,-8.9111,-133.7891,-23.1934
unlabeled,-0.1887,0.7322,1.9917,-13.5498,-65.4907,-53.5889
unlabeled,0.0028,0.8896,1.4031,-26.1841,-38.2080,-57.7393
unlabeled,0.1588,0.6045,1.0571,-33.5083,-31.1890,-4.6997
unlabeled,0.1833,0.3998,1.0376,-45.8374,-20.0195,30.3345
unlabeled,0.1354,0.2764,0.9413,-58.0444,-13.9160,21.6675
unlabeled,0.0839,0.2684,0.8374,-43.5181,-20.5688,18.2495
unlabeled,-0.0200,0.1683,0.7102,-29.0527,-26.4282,24.6582
unlabeled,-0.0483,0.1255,0.6592,-19.4092,-28.9307,26.9165
unlabeled,-0.1138,0.1356,0.6326,-14.8926,-29.2358,25.3296
unlabeled,-0.2971,0.2848,0.7616,-5.0049,-27.7100,23.9258
unlabeled,-0.4115,0.3313,0.8011,-2.7466,-17.9443,23.4375
unlabeled,-0.7396,0.4060,0.8353,3.3569,-10.4370,22.9492
unlabeled,-1.0455,0.3937,0.9376,24.4141,22.1558,29.1138
unlabeled,-1.7904,0.2028,1.3473,33.9355,45.1050,32.2266
unlabeled,-2.1101,0.0011,1.4784,20.9961,90.6982,28.9307
unlabeled,-2.3458,-0.7140,1.1029,3.9062,107.6050,32.2266
unlabeled,-2.1193,-0.9845,0.7113,-34.9731,146.9116,-2.4414
unlabeled,-0.9469,-0.6973,0.4241,-39.6729,180.9692,-59.7534
unlabeled,0.9442,0.4592,-0.2264,20.0806,117.1875,-161.3769
unlabeled,2.3369,0.9883,-0.5084,82.3364,38.4521,-183.2886
