label,aX,aY,aZ,gX,gY,gZ
unlabeled,-0.0615,0.0040,0.9906,0.1831,0.0000,0.1831
unlabeled,-0.0619,0.0038,0.9917,0.1831,-0.0610,0.1831
unlabeled,-0.0614,0.0045,0.9911,0.2441,-0.0610,0.1831
unlabeled,-0.0619,0.0050,0.9919,0.2441,0.0000,0.1221
unlabeled,-0.0627,0.0033,0.9906,0.2441,0.0000,0.1221
unlabeled,-0.0621,0.0032,0.9912,0.1831,0.0000,0.1221
unlabeled,-0.0619,0.0042,0.9908,0.1221,0.0610,0.0610
unlabeled,-0.0614,0.0051,0.9895,0.1831,-0.0610,0.0610
unlabeled,-0.0614,0.0048,0.9906,0.1831,-0.0610,0.1831
unlabeled,-0.0619,0.0042,0.9907,0.2441,-0.0610,0.2441
unlabeled,-0.0619,0.0035,0.9906,0.3052,-0.0610,0.1221
unlabeled,-0.0621,0.0035,0.9908,0.3662,-0.0610,0.0610
unlabeled,-0.0614,0.0042,0.9907,0.2441,0.0000,0.1221
unlabeled,-0.0615,0.0045,0.9900,0.2441,0.1221,0.1221
unlabeled,-0.0624,0.0039,0.9901,0.2441,0.0610,0.1831
unlabeled,-0.0620,0.0037,0.9911,0.1831,0.0000,0.1831
unlabeled,-0.0615,0.0045,0.9915,0.0610,0.0610,0.2441
unlabeled,-0.0616,0.0039,0.9906,0.1221,0.0610,0.1831
unlabeled,-0.0623,0.0035,0.9907,0.2441,0.0610,0.1221
unlabeled,-0.0618,0.0044,0.9913,0.2441,-0.0610,0.1221
unlabeled,-0.0616,0.0048,0.9901,0.3052,-0.1221,0.2441
unlabeled,-0.0619,0.0040,0.9907,0.3052,-0.0610,0.2441
unlabeled,-0.0623,0.0043,0.9910,0.2441,0.0610,0.1831
unlabeled,-0.0615,0.0046,0.9916,0.2441,0.0000,0.1221
unlabeled,-0.0616,0.0050,0.9911,0.2441,-0.1221,0.1221
unlabeled,-0.0631,0.0043,0.9906,0.2441,-0.1221,0.1221
unlabeled,-0.0631,0.0034,0.9906,0.3052,0.0000,0.1831
unlabeled,-0.0630,0.0033,0.9906,0.3052,0.0610,0.1831
unlabeled,-0.0624,0.0043,0.9910,0.3052,0.0000,0.1221
unlabeled,-0.0618,0.0044,0.9912,0.2441,0.0000,0.1221
