label,aX,aY,aZ,gX,gY,gZ
unlabeled,0.1829,0.2612,0.9487,-3.9062,-1.8311,-0.0610
unlabeled,0.1713,0.2479,0.9283,-5.0049,-0.5493,5.6763
unlabeled,0.1602,0.2180,0.8751,-2.6245,-0.1831,8.4229
unlabeled,0.1207,0.1722,0.8796,7.8125,-0.9766,13.9160
unlabeled,0.0941,0.1401,0.8889,15.5640,-2.5024,13.8550
unlabeled,0.0587,0.1005,0.9253,16.3574,-2.6245,10.8032
unlabeled,0.0494,0.0905,0.9656,12.7563,0.1221,1.3428
unlabeled,0.0457,0.1023,1.0159,7.4463,3.1128,-4.1504
unlabeled,0.0494,0.1337,1.0402,1.6479,8.3618,-12.9395
unlabeled,0.0507,0.2266,1.1749,3.2959,9.2773,-16.1133
unlabeled,0.0726,0.2681,1.2720,5.2490,7.4463,-21.2402
unlabeled,0.1606,0.3186,1.2981,2.4414,2.7466,-20.6299
unlabeled,0.1965,0.3331,1.2528,-1.1597,-11.4136,-9.5825
unlabeled,0.1932,0.3539,1.1580,-1.7090,-16.9067,-1.8311
unlabeled,0.1641,0.3539,1.0782,-0.5493,-20.4468,8.9722
unlabeled,-0.0485,0.2568,0.8376,6.4087,-19.7754,9.2163
unlabeled,-0.1674,0.1594,0.5946,50.0488,-12.1460,-22.7661
unlabeled,0.0381,-0.0018,0.8762,78.3691,7.9956,-35.5225
unlabeled,0.2699,0.2023,0.8914,70.9839,11.1084,-23.0103
unlabeled,0.2092,0.0393,0.7938,142.0288,-29.1138,11.1084
unlabeled,-0.3126,-0.3911,1.4099,151.5503,-34.3628,21.3623
unlabeled,-0.2119,-0.1747,1.4954,42.0532,1.2817,-1.8311
unlabeled,0.2053,0.3379,1.5698,3.1128,2.8687,-4.4556
unlabeled,0.1830,0.3871,1.4470,-18.7378,-1.8921,11.8408
unlabeled,0.2213,0.3394,1.1301,-19.7754,-0.4272,18.9209
unlabeled,0.2742,0.4385,0.9775,26.0620,-34.6680,35.4614
unlabeled,0.1453,0.3060,0.8175,122.2534,-36.0107,36.7432
unlabeled,0.0748,-0.0605,1.0685,151.4893,-2.6855,30.3955
unlabeled,-0.1887,-0.3469,1.3357,81.7261,8.9722,22.2778
unlabeled,-0.1388,-0.3431,1.5198,-31.7993,27.0386,-5.4321
unlabeled,0.1697,0.0247,1.4020,-62.5610,12.5732,-12.5122
unlabeled,0.1362,0.1488,1.2980,-51.6357,-22.2168,-10.9863
unlabeled,0.0917,0.1379,1.4045,-5.8594,-32.1045,-17.9443
unlabeled,0.0365,-0.0204,1.4641,7.3242,-29.1748,-20.2026
unlabeled,0.0614,-0.0577,1.3677,18.3716,-29.0527,-11.6577
unlabeled,0.0925,-0.0143,1.2125,25.2686,-34.4238,-1.7700
unlabeled,0.0641,-0.0131,1.2516,39.6118,-46.8140,9.3384
unlabeled,0.0371,-0.0775,1.2704,46.3867,-50.9644,8.1787
unlabeled,0.0598,-0.0906,1.1619,49.9878,-57.2510,3.9062
unlabeled,0.0393,-0.0964,0.8870,48.4619,-59.2651,4.1504
unlabeled,-0.0380,-0.1124,0.6938,35.5835,-59.0820,4.3335
unlabeled,-0.0624,-0.0974,0.5725,24.2920,-58.0444,2.9297
unlabeled,-0.0452,-0.0560,0.3812,7.3853,-51.5137,0.7324
unlabeled,-0.0231,-0.0453,0.3623,8.4839,-45.2270,0.0000
unlabeled,0.0203,-0.0264,0.3960,14.5874,-43.0908,0.2441
unlabeled,0.0309,-0.0255,0.4155,32.8979,-34.7290,2.0142
unlabeled,0.0353,-0.0461,0.4724,37.9028,-27.2827,2.4414
unlabeled,0.0518,-0.0620,0.4879,23.9868,-13.6108,1.6479
unlabeled,0.0981,-0.0714,0.4711,5.5542,-10.9863,1.7700
unlabeled,0.0935,-0.0634,0.4752,-33.5693,-17.2729,4.3945
unlabeled,0.0554,-0.0642,0.4363,-48.2178,-22.0337,6.9580
unlabeled,0.0336,-0.0709,0.3619,-70.8008,-30.7007,14.4653
unlabeled,-0.0070,-0.0918,0.1097,-80.3833,-34.7900,18.9819
unlabeled,-0.0262,-0.1244,-0.0704,-89.9048,-28.5034,24.0478
unlabeled,-0.0305,-0.1110,-0.0427,-72.4487,19.0430,16.2354
unlabeled,-0.0315,-0.0010,0.1869,-51.1475,47.3633,8.9111
unlabeled,-0.0186,0.0321,0.2963,-1.1597,72.5098,-1.4648
unlabeled,-0.0017,-0.0118,0.4109,11.8408,65.6738,-2.0142
unlabeled,0.0254,-0.0527,0.4110,-0.9766,45.5322,-0.6714
unlabeled,0.0696,-0.0303,0.5588,-8.7280,45.7153,-3.5400
unlabeled,0.0812,0.0112,0.7228,5.1270,64.5752,-11.2305
unlabeled,0.1367,0.0381,1.0247,16.6626,68.1763,-10.7422
unlabeled,0.1415,0.0110,1.0869,18.7988,58.3496,0.2441
unlabeled,0.1338,-0.0184,0.9503,8.0566,50.2930,6.8970
unlabeled,0.1669,0.0034,0.8771,-15.0757,31.1890,10.7422
unlabeled,0.1044,0.0739,1.1798,-11.5967,19.7144,9.6436
unlabeled,0.0575,0.0868,1.7278,10.4370,63.9648,1.2817
unlabeled,0.0681,0.0139,1.8339,17.5171,88.3789,-2.9907
unlabeled,0.0724,-0.1115,1.5416,-14.9536,89.3555,-5.6763
unlabeled,0.0884,-0.0743,1.3539,-72.9370,74.8901,-2.1362
unlabeled,0.1053,0.1071,1.2306,-80.5054,63.1714,0.1221
unlabeled,0.0874,0.1951,1.3063,-49.8047,36.6821,1.7700
unlabeled,0.0488,0.1981,1.5585,-26.8555,33.7524,1.0376
unlabeled,0.0668,0.1384,1.5510,-2.2583,42.6636,-0.1221
unlabeled,0.1168,0.0736,1.3190,-1.5869,43.6401,1.8311
unlabeled,0.1343,0.0985,1.2737,2.5635,35.8276,8.7280
unlabeled,0.1219,0.1477,1.4253,9.7046,27.2217,10.5591
unlabeled,0.1011,0.1311,1.5330,19.2261,11.2915,9.0332
unlabeled,0.0157,0.1147,1.8575,16.3574,7.6294,7.1411
unlabeled,-0.0208,0.1316,2.0057,30.0293,0.4883,6.1646
unlabeled,0.0900,-0.0652,1.2786,34.9731,-19.2871,5.5542
unlabeled,0.0643,-0.0577,1.0790,5.1270,-32.4707,1.4648
unlabeled,0.0168,0.0353,1.4127,-8.6670,-22.6440,-1.0376
unlabeled,0.0271,0.0554,1.5621,-21.6675,-21.6675,-6.4087
