label,aX,aY,aZ,gX,gY,gZ
unlabeled,0.0820,0.2510,1.0310,-47.3633,-27.4658,-91.3696
unlabeled,0.0695,0.3873,0.9718,-40.0391,-30.2734,-92.2241
unlabeled,0.0948,0.3551,0.9725,-31.3721,-32.9590,-85.3271
unlabeled,0.1135,0.3108,0.9709,-36.0107,-36.7432,-77.5146
unlabeled,0.1331,0.3534,0.9183,-38.1470,-40.1001,-78.4912
unlabeled,0.1091,0.5254,0.8711,-29.6631,-45.4102,-83.1299
unlabeled,0.1060,0.5803,0.8657,-12.4512,-45.4712,-82.4585
unlabeled,0.1128,0.6564,0.7968,-12.6343,-44.3726,-77.2095
unlabeled,0.1089,0.6589,0.7046,-28.0762,-37.9639,-55.9692
unlabeled,0.1171,0.6218,0.6877,-36.9873,-28.1982,-39.6729
unlabeled,0.1476,0.6272,0.7329,-35.2783,-24.7803,-39.9780
unlabeled,0.1621,0.7231,0.7454,-32.3486,-23.8647,-49.7436
unlabeled,0.1528,0.9944,0.6852,-33.9355,-24.1699,-53.8940
unlabeled,0.1311,1.0507,0.5651,-32.2266,-19.9585,-44.9829
unlabeled,0.1158,1.0552,0.5265,-36.9873,-13.6719,-22.1558
unlabeled,0.0857,1.0699,0.5188,-34.2407,-10.1929,-11.5356
unlabeled,0.0735,1.0616,0.5277,-8.8501,-0.3052,1.8311
unlabeled,0.0629,1.0123,0.5463,4.6387,5.3101,7.0801
unlabeled,0.0804,0.9415,0.5530,13.6719,14.2212,21.9116
unlabeled,0.1040,0.8955,0.5574,17.1509,22.3389,38.5132
unlabeled,0.1245,0.8446,0.6072,17.7002,26.3672,43.7012
unlabeled,0.1238,0.8218,0.6454,23.4375,31.3721,47.6074
unlabeled,0.1233,0.7307,0.7252,28.3813,31.7383,47.4243
unlabeled,0.1071,0.7084,0.7502,46.2036,29.7852,48.7671
unlabeled,0.0746,0.6355,0.7719,58.5937,29.7852,53.2837
unlabeled,0.0739,0.5636,0.7719,61.0962,32.9590,72.8760
unlabeled,0.0756,0.4192,0.7628,53.2227,34.9121,82.5806
unlabeled,0.0652,0.3588,0.7916,49.4385,39.6118,86.7920
unlabeled,0.0306,0.2112,0.9425,52.3682,41.3818,82.3975
unlabeled,0.0375,0.1083,1.0269,58.8989,37.6587,71.1670
unlabeled,0.0396,0.1193,0.9828,52.2461,28.0151,74.0967
unlabeled,0.0286,0.2632,0.8114,46.5698,27.0386,83.0078
unlabeled,0.0316,0.3126,0.7819,52.2461,43.8843,105.4687
unlabeled,0.0270,0.2363,0.9760,61.8286,57.6172,115.6006
unlabeled,0.0337,0.0397,1.0767,73.2422,75.1953,129.8218
unlabeled,0.0659,-0.4633,1.2725,62.0117,78.7964,132.1411
unlabeled,0.0914,-0.5991,1.4025,39.6118,77.0874,123.5962
unlabeled,0.0935,-0.6062,1.5293,31.6162,69.5190,114.6240
unlabeled,0.0698,-0.4106,1.3782,10.8032,46.4478,100.2197
unlabeled,0.0762,-0.3910,1.2788,2.8687,22.6440,84.8999
unlabeled,0.1066,-0.4043,1.1555,4.0894,11.4136,69.7021
unlabeled,0.1172,-0.3870,1.1151,3.2349,-7.1411,27.0996
unlabeled,0.1041,-0.1566,1.0068,2.0752,-13.5498,6.7749
unlabeled,0.0830,-0.0133,0.9423,10.4980,-18.5547,-16.7236
unlabeled,0.0444,0.1211,0.8441,16.4185,-16.9067,-20.2026
unlabeled,0.0410,0.1174,0.8273,22.0337,-8.4839,-21.3013
unlabeled,0.0403,0.0663,0.8716,23.8647,-3.7842,-24.2310
unlabeled,0.0447,0.0193,1.0022,26.9775,3.4180,-35.1563
unlabeled,0.0376,-0.0007,1.0745,20.3247,2.5635,-43.0908
