label,aX,aY,aZ,gX,gY,gZ
unlabeled,0.0013,0.2095,1.0115,-6.7749,-4.0894,6.3477
unlabeled,0.0201,0.2137,0.9224,-6.6528,-4.2725,6.7749
unlabeled,0.0341,0.2089,0.8796,-3.7231,-3.9062,7.3853
unlabeled,0.0603,0.1844,0.7698,-2.1973,-2.8687,7.7515
unlabeled,0.0884,0.1671,0.7119,4.4556,1.8311,7.2021
unlabeled,0.1184,0.1654,0.7151,8.8501,4.9438,4.3945
unlabeled,0.2009,0.1573,0.7993,20.2637,9.3994,-1.7090
unlabeled,0.2250,0.1458,0.8757,28.3203,9.3384,-1.0376
unlabeled,0.1819,0.1045,0.9523,36.6821,1.1597,8.5449
unlabeled,0.1179,0.0778,0.9690,32.8979,-4.4556,12.9395
unlabeled,-0.0140,0.0289,0.9063,9.5215,-5.8594,9.7656
unlabeled,-0.0547,0.0155,0.8300,-17.5171,6.4697,-5.8594
unlabeled,-0.0759,0.0077,0.6526,-26.4893,13.9770,-13.7939
unlabeled,-0.0817,0.0133,0.5657,-30.7007,24.4141,-25.0854
unlabeled,-0.0776,0.0380,0.4838,-26.0620,27.9541,-29.6020
unlabeled,-0.0627,0.0641,0.4663,1.2817,33.2642,-37.1704
unlabeled,-0.0089,0.1229,0.5140,21.6675,35.0952,-39.4897
unlabeled,0.0295,0.1588,0.5879,58.7769,40.5884,-39.1846
unlabeled,0.1053,0.2023,0.6981,68.7256,43.7622,-35.4004
unlabeled,0.1517,0.1112,0.8167,73.4863,64.7583,-18.8599
unlabeled,0.1212,-0.1364,1.1177,70.1294,85.3271,-1.7090
unlabeled,-0.0032,-0.1477,1.3604,43.0908,88.8061,-3.7231
unlabeled,0.1826,0.0519,1.0449,20.1416,77.6978,-18.4326
unlabeled,0.3085,0.1450,0.9380,55.2368,37.7808,-24.5361
unlabeled,0.4448,0.2600,1.2451,83.1909,8.6060,-19.5313
unlabeled,0.3044,0.2483,2.5869,81.9092,-8.0566,6.1646
